,model_name,arch_dims,arch_interconnections,dfg_name,test_mode,mapping_is_valid,routing_penalty,unsuccessful_reason,mapping_time,mean_visited_rate,mean_num_visited_nodes,mean_mean_expanded_nodes,mean_max_tree_depths,num_simulations,used_PEs,num_backtrackings
112,smartmap,"(4, 4)",MESH,V_16_E_19,ZERO_SHOT,False,-5.14,At least one node was not mapped.,8.8893404006958,0.933007618407005,58.785714285714285,1.0479940540173769,7.214285714285714,200,14,1
113,smartmap,"(4, 4)",MESH,V_9_E_10,ZERO_SHOT,True,-0.0999999979883432,,1.6779568195343018,0.7254668336312627,105.75,1.495262171051187,7.666666666666667,200,9,0
114,smartmap,"(4, 4)",MESH,V_11_E_11,ZERO_SHOT,True,-0.1099999975413084,,0.5457072257995605,0.5505985277862703,132.0,1.8384269130537785,11.0,200,11,0
115,smartmap,"(4, 4)",MESH,doitgen,ZERO_SHOT,False,-3.14,At least one node was not mapped.,9.09700608253479,0.9146250322583508,77.92857142857143,1.0939685909961638,6.857142857142857,200,14,2
116,smartmap,"(4, 4)",MESH,V_7_E_7,ZERO_SHOT,True,-0.069999998435378,,0.5529005527496338,0.4557291666666667,175.0,2.1885714285714286,7.0,200,7,0
117,smartmap,"(4, 4)",MESH,cholesky_unroll,ZERO_SHOT,False,-1.15,Invalid Routing.,7.345093727111816,0.9152088226787668,70.27272727272727,1.0335133424592968,6.0,200,14,1
118,smartmap,"(4, 4)",MESH,V_6_E_5,ZERO_SHOT,True,-0.0599999986588954,,0.2267813682556152,0.3648648648648648,81.0,2.728395061728395,6.0,200,6,0
119,smartmap,"(4, 4)",MESH,symm,ZERO_SHOT,True,-0.1699999968707561,,3.334498882293701,0.7793938460882919,166.6,1.421851568190028,10.2,200,16,0
120,smartmap,"(4, 4)",MESH,atax,ZERO_SHOT,True,-0.1399999970942735,,1.620386838912964,0.6400854768121049,153.66666666666666,1.7041479847939354,10.666666666666666,200,13,0
121,smartmap,"(4, 4)",MESH,gemm,ZERO_SHOT,False,-2.16,At least one node was not mapped.,8.848603963851929,0.9165785781298392,56.285714285714285,1.0529241027178493,7.214285714285714,200,16,1
122,smartmap,"(4, 4)",MESH,cholesky,ZERO_SHOT,True,-0.0599999986588954,,0.0688536167144775,0.3404255319148936,16.0,2.875,6.0,200,6,0
123,smartmap,"(4, 4)",MESH,syrk,ZERO_SHOT,False,-1.17,Invalid timing.,9.239251613616943,0.9277863513009884,50.0,1.046257529466747,6.857142857142857,200,16,1
124,smartmap,"(4, 4)",MESH,V_5_E_4,ZERO_SHOT,True,-0.0399999991059303,,0.0196244716644287,0.21875,7.0,4.428571428571429,5.0,200,5,0
125,smartmap,"(4, 4)",MESH,V_12_E_12,ZERO_SHOT,True,-0.1199999975413084,,1.8801956176757808,0.6214487351360778,168.33333333333334,1.7017981846627883,9.666666666666666,200,12,0
126,smartmap,"(4, 4)",MESH,balanced-pre,ZERO_SHOT,True,-0.1099999982118606,,3.1658716201782227,0.740566330224624,123.6,1.457227518398758,8.6,200,11,0
127,smartmap,"(4, 4)",MESH,V_13_E_14,ZERO_SHOT,False,-3.11,At least one node was not mapped.,7.929847717285156,0.8600704147244623,85.61538461538461,1.1479791257577174,6.5,200,12,1
128,smartmap,"(4, 4)",MESH,balanced-sum,ZERO_SHOT,True,-0.0599999986588954,,0.151137113571167,0.4,48.0,2.4791666666666665,7.0,200,7,0
129,smartmap,"(4, 4)",MESH,V_15_E_15,ZERO_SHOT,False,-5.109999999999999,At least one node was not mapped.,7.031187057495117,0.6731120507399577,163.33333333333334,1.6475283368852904,5.818181818181818,200,11,1
130,smartmap,"(4, 4)",MESH,mvt,ZERO_SHOT,False,-1.14,Invalid Routing.,9.372334003448486,0.8946865767450871,63.92857142857143,1.1100087441641062,7.214285714285714,200,14,1
131,smartmap,"(4, 4)",MESH,V_10_E_9,ZERO_SHOT,True,-0.0899999979883432,,1.0387413501739502,0.5009177118384827,142.5,2.0282515991471213,8.5,200,10,0
132,mapzero,"(8, 8)",OH_TOR_DIAG,V_14_E_14,ZERO_SHOT,False,-1.7800000000000002,Invalid timing.,19.95097208023072,0.0506040738907299,22.642857142857142,23.44387554399459,7.5,150,48,20
133,mapzero,"(8, 8)",OH_TOR_DIAG,V_8_E_9,ZERO_SHOT,False,-1.55,Invalid timing.,11.615805387496948,0.0236920225373105,15.0,42.29703368526898,4.5,150,36,33
